project_id,milestone_name,planned_date,achieved_date,is_delayed
PRJ-00199,Main Dam Concrete Placement / Embankment,2025-07-08,,True
PRJ-00199,Turbine & Generator Assembly Erection,2025-12-25,,True
PRJ-00199,Reservoir Impoundment & Grid Synchronization,2026-06-14,,True
PRJ-00200,Land Acquisition & 3D Notification (90% RoW),2026-03-13,,True
PRJ-00200,Forest & Environmental Clearance,2027-04-05,,False
PRJ-00200,EPC / HAM Contract Award & Financial Close,2028-04-27,,False
PRJ-00200,"Earthwork, Embankment & Subgrade Completion",2029-05-19,,False
PRJ-00200,Major Bridges & Flyover Structures Erection,2030-06-11,,False
PRJ-00200,"Bituminous Pavement, Signage & Final COD",2031-07-04,,False
PRJ-00201,Land Acquisition & 3D Notification (90% RoW),2026-04-18,,True
PRJ-00201,Forest & Environmental Clearance,2026-10-06,,False
PRJ-00201,EPC / HAM Contract Award & Financial Close,2027-03-26,,False
PRJ-00201,"Earthwork, Embankment & Subgrade Completion",2027-09-13,,False
PRJ-00201,Major Bridges & Flyover Structures Erection,2028-03-01,,False
PRJ-00201,"Bituminous Pavement, Signage & Final COD",2028-08-19,,False
PRJ-00202,Statutory Approvals & Land Possession,2023-07-16,2023-07-16,False
PRJ-00202,Engineering Design & EPC Contract Award,2024-07-01,2024-07-10,False
PRJ-00202,Civil Works Foundation & Substructure,2025-06-17,2025-06-04,False
PRJ-00202,Main Equipment Supply & Installation,2026-06-03,2026-05-19,False
PRJ-00202,"Piping, Cabling & Auxiliary Works",2027-05-19,,False
PRJ-00202,"Pre-commissioning, Testing & Final Handover",2028-05-04,,False
PRJ-00203,Statutory Approvals & Land Possession,2024-08-25,2024-08-12,False
PRJ-00203,Engineering Design & EPC Contract Award,2025-04-22,2025-11-01,True
PRJ-00203,Civil Works Foundation & Substructure,2025-12-18,,True
PRJ-00203,Main Equipment Supply & Installation,2026-08-15,,False
PRJ-00203,"Piping, Cabling & Auxiliary Works",2027-04-12,,False
PRJ-00203,"Pre-commissioning, Testing & Final Handover",2027-12-08,,False
PRJ-00204,Detailed Alignment Survey & RoW Acquisition,2022-05-29,2022-05-16,False
PRJ-00204,Forest & Railway Board Sanction,2022-11-25,2023-03-14,True
PRJ-00204,Tendering & Major Civil Contract Award,2023-05-24,2023-12-18,True
PRJ-00204,"Earthwork, Tunnels & Bridge Abutments",2023-11-20,,True
PRJ-00204,Track Laying & 25kV OHE Electrification,2024-05-18,,True
PRJ-00204,Signalling (Kavach) & CRS Safety Inspection,2024-11-14,,True
PRJ-00205,Statutory Approvals & Land Possession,2021-10-14,2021-10-04,False
PRJ-00205,Engineering Design & EPC Contract Award,2022-04-30,2022-06-29,True
PRJ-00205,Civil Works Foundation & Substructure,2022-11-15,2022-12-18,True
PRJ-00205,Main Equipment Supply & Installation,2023-06-01,2023-12-29,True
PRJ-00205,"Piping, Cabling & Auxiliary Works",2023-12-17,2024-02-20,True
PRJ-00205,"Pre-commissioning, Testing & Final Handover",2024-07-02,2025-01-27,True
PRJ-00206,Land Acquisition & 3D Notification (90% RoW),2025-12-25,,True
PRJ-00206,Forest & Environmental Clearance,2026-05-31,,True
PRJ-00206,EPC / HAM Contract Award & Financial Close,2026-11-04,,False
PRJ-00206,"Earthwork, Embankment & Subgrade Completion",2027-04-10,,False
PRJ-00206,Major Bridges & Flyover Structures Erection,2027-09-14,,False
PRJ-00206,"Bituminous Pavement, Signage & Final COD",2028-02-18,,False
PRJ-00207,Statutory Approvals & Land Possession,2023-08-06,2023-08-09,False
PRJ-00207,Engineering Design & EPC Contract Award,2023-12-04,2024-02-14,True
PRJ-00207,Civil Works Foundation & Substructure,2024-04-02,,True
PRJ-00207,Main Equipment Supply & Installation,2024-07-31,,True
PRJ-00207,"Piping, Cabling & Auxiliary Works",2024-11-28,,True
PRJ-00207,"Pre-commissioning, Testing & Final Handover",2025-03-28,,True
PRJ-00208,Statutory Approvals & Land Possession,2026-08-13,,False
PRJ-00208,Engineering Design & EPC Contract Award,2027-02-23,,False
PRJ-00208,Civil Works Foundation & Substructure,2027-09-05,,False
PRJ-00208,Main Equipment Supply & Installation,2028-03-17,,False
PRJ-00208,"Piping, Cabling & Auxiliary Works",2028-09-27,,False
PRJ-00208,"Pre-commissioning, Testing & Final Handover",2029-04-09,,False
PRJ-00209,Statutory Approvals & Land Possession,2021-08-13,2021-08-21,False
PRJ-00209,Engineering Design & EPC Contract Award,2022-02-04,2022-01-30,False
PRJ-00209,Civil Works Foundation & Substructure,2022-07-30,2022-07-23,False
PRJ-00209,Main Equipment Supply & Installation,2023-01-21,2023-01-08,False
PRJ-00209,"Piping, Cabling & Auxiliary Works",2023-07-15,2023-07-18,False
PRJ-00209,"Pre-commissioning, Testing & Final Handover",2024-01-07,2024-01-03,False
PRJ-00210,Land & Depot Acquisition Approval,2024-08-08,2024-07-26,False
PRJ-00210,Utility Shifting & Tree Clearance,2025-01-26,2025-01-28,False
PRJ-00210,Viaduct Pier Construction & TBM Tunneling,2025-07-16,2025-07-15,False
PRJ-00210,Underground / Elevated Stations Civil Structure,2026-01-03,2025-12-19,False
PRJ-00210,Third Rail / OHE & CBTC Signalling,2026-06-22,2026-06-18,False
PRJ-00210,Rolling Stock Trials & CMRS Certification,2026-12-10,,False
PRJ-00211,Land Acquisition & 3D Notification (90% RoW),2022-05-14,2022-05-16,False
PRJ-00211,Forest & Environmental Clearance,2022-11-01,2022-11-10,False
PRJ-00211,EPC / HAM Contract Award & Financial Close,2023-04-21,2023-05-01,False
PRJ-00211,"Earthwork, Embankment & Subgrade Completion",2023-10-09,2023-10-01,False
PRJ-00211,Major Bridges & Flyover Structures Erection,2024-03-27,2024-03-16,False
PRJ-00211,"Bituminous Pavement, Signage & Final COD",2024-09-14,2024-08-30,False
PRJ-00212,Land Acquisition & 3D Notification (90% RoW),2021-02-26,2021-02-27,False
PRJ-00212,Forest & Environmental Clearance,2021-07-19,2021-07-11,False
PRJ-00212,EPC / HAM Contract Award & Financial Close,2021-12-09,2021-12-07,False
PRJ-00212,"Earthwork, Embankment & Subgrade Completion",2022-05-01,2022-05-01,False
PRJ-00212,Major Bridges & Flyover Structures Erection,2022-09-21,2022-09-07,False
PRJ-00212,"Bituminous Pavement, Signage & Final COD",2023-02-11,2023-01-31,False
PRJ-00213,Detailed Alignment Survey & RoW Acquisition,2026-04-20,,True
PRJ-00213,Forest & Railway Board Sanction,2026-10-22,,False
PRJ-00213,Tendering & Major Civil Contract Award,2027-04-24,,False
PRJ-00213,"Earthwork, Tunnels & Bridge Abutments",2027-10-26,,False
PRJ-00213,Track Laying & 25kV OHE Electrification,2028-04-28,,False
PRJ-00213,Signalling (Kavach) & CRS Safety Inspection,2028-10-29,,False
PRJ-00214,Detailed Alignment Survey & RoW Acquisition,2023-05-11,2023-05-02,False
PRJ-00214,Forest & Railway Board Sanction,2023-10-15,2023-10-04,False
PRJ-00214,Tendering & Major Civil Contract Award,2024-03-20,2024-03-29,False
PRJ-00214,"Earthwork, Tunnels & Bridge Abutments",2024-08-24,2024-09-02,False
PRJ-00214,Track Laying & 25kV OHE Electrification,2025-01-28,2025-01-31,False
PRJ-00214,Signalling (Kavach) & CRS Safety Inspection,2025-07-04,2025-06-22,False
PRJ-00215,Statutory Approvals & Land Possession,2023-09-14,2023-09-02,False
PRJ-00215,Engineering Design & EPC Contract Award,2024-01-26,2024-01-13,False
PRJ-00215,Civil Works Foundation & Substructure,2024-06-08,2024-05-29,False
PRJ-00215,Main Equipment Supply & Installation,2024-10-20,2024-10-30,False
PRJ-00215,"Piping, Cabling & Auxiliary Works",2025-03-03,2025-03-09,False
PRJ-00215,"Pre-commissioning, Testing & Final Handover",2025-07-15,2025-07-09,False
PRJ-00216,Statutory Approvals & Land Possession,2021-07-14,2021-07-11,False
PRJ-00216,Engineering Design & EPC Contract Award,2021-12-04,2022-04-28,True
PRJ-00216,Civil Works Foundation & Substructure,2022-04-26,2022-10-15,True
PRJ-00216,Main Equipment Supply & Installation,2022-09-16,,True
PRJ-00216,"Piping, Cabling & Auxiliary Works",2023-02-06,,True
PRJ-00216,"Pre-commissioning, Testing & Final Handover",2023-06-29,,True
PRJ-00217,Statutory Approvals & Land Possession,2020-11-26,2020-12-01,False
PRJ-00217,Engineering Design & EPC Contract Award,2021-05-20,2021-05-25,False
PRJ-00217,Civil Works Foundation & Substructure,2021-11-12,2021-10-30,False
PRJ-00217,Main Equipment Supply & Installation,2022-05-06,2022-05-09,False
PRJ-00217,"Piping, Cabling & Auxiliary Works",2022-10-28,2022-10-31,False
PRJ-00217,"Pre-commissioning, Testing & Final Handover",2023-04-22,2023-04-15,False
PRJ-00218,Land & Depot Acquisition Approval,2021-12-27,2022-01-04,False
PRJ-00218,Utility Shifting & Tree Clearance,2022-06-11,2022-10-20,True
PRJ-00218,Viaduct Pier Construction & TBM Tunneling,2022-11-24,2023-04-30,True
PRJ-00218,Underground / Elevated Stations Civil Structure,2023-05-09,2023-06-15,True
PRJ-00218,Third Rail / OHE & CBTC Signalling,2023-10-22,2024-02-26,True
PRJ-00218,Rolling Stock Trials & CMRS Certification,2024-04-05,,True
PRJ-00219,Statutory Approvals & Land Possession,2023-01-15,2023-01-17,False
PRJ-00219,Engineering Design & EPC Contract Award,2023-05-24,2023-10-23,True
PRJ-00219,Civil Works Foundation & Substructure,2023-09-30,2023-11-14,True
PRJ-00219,Main Equipment Supply & Installation,2024-02-06,2024-03-29,True
PRJ-00219,"Piping, Cabling & Auxiliary Works",2024-06-15,2024-09-24,True
PRJ-00219,"Pre-commissioning, Testing & Final Handover",2024-10-22,2025-02-27,True
PRJ-00220,Detailed Alignment Survey & RoW Acquisition,2026-04-02,2026-04-02,False
PRJ-00220,Forest & Railway Board Sanction,2026-09-06,,False
PRJ-00220,Tendering & Major Civil Contract Award,2027-02-10,,False
PRJ-00220,"Earthwork, Tunnels & Bridge Abutments",2027-07-17,,False
PRJ-00220,Track Laying & 25kV OHE Electrification,2027-12-21,,False
PRJ-00220,Signalling (Kavach) & CRS Safety Inspection,2028-05-26,,False
PRJ-00221,Land Acquisition & 3D Notification (90% RoW),2023-11-18,2023-11-18,False
PRJ-00221,Forest & Environmental Clearance,2024-11-26,,True
PRJ-00221,EPC / HAM Contract Award & Financial Close,2025-12-05,,True
PRJ-00221,"Earthwork, Embankment & Subgrade Completion",2026-12-14,,False
PRJ-00221,Major Bridges & Flyover Structures Erection,2027-12-23,,False
PRJ-00221,"Bituminous Pavement, Signage & Final COD",2028-12-31,,False
PRJ-00222,Detailed Alignment Survey & RoW Acquisition,2022-06-19,2022-06-11,False
PRJ-00222,Forest & Railway Board Sanction,2023-03-09,2023-09-02,True
PRJ-00222,Tendering & Major Civil Contract Award,2023-11-27,2024-07-18,True
PRJ-00222,"Earthwork, Tunnels & Bridge Abutments",2024-08-16,,True
PRJ-00222,Track Laying & 25kV OHE Electrification,2025-05-06,,True
PRJ-00222,Signalling (Kavach) & CRS Safety Inspection,2026-01-24,,True
PRJ-00223,Statutory Approvals & Land Possession,2022-07-27,2022-07-23,False
PRJ-00223,Engineering Design & EPC Contract Award,2022-12-31,2023-01-03,False
PRJ-00223,Civil Works Foundation & Substructure,2023-06-06,2023-06-09,False
PRJ-00223,Main Equipment Supply & Installation,2023-11-10,2023-10-30,False
PRJ-00223,"Piping, Cabling & Auxiliary Works",2024-04-15,2024-04-18,False
PRJ-00223,"Pre-commissioning, Testing & Final Handover",2024-09-19,2024-09-10,False
PRJ-00224,Statutory Approvals & Land Possession,2020-09-18,2020-09-28,False
PRJ-00224,Engineering Design & EPC Contract Award,2021-02-13,2021-04-17,True
PRJ-00224,Civil Works Foundation & Substructure,2021-07-11,2021-11-05,True
PRJ-00224,Main Equipment Supply & Installation,2021-12-05,2022-07-06,True
PRJ-00224,"Piping, Cabling & Auxiliary Works",2022-05-02,2022-07-16,True
PRJ-00224,"Pre-commissioning, Testing & Final Handover",2022-09-27,2023-05-20,True
PRJ-00225,Detailed Alignment Survey & RoW Acquisition,2021-10-26,2021-10-29,False
PRJ-00225,Forest & Railway Board Sanction,2022-03-18,2022-05-12,True
PRJ-00225,Tendering & Major Civil Contract Award,2022-08-08,2022-12-02,True
PRJ-00225,"Earthwork, Tunnels & Bridge Abutments",2022-12-29,2023-04-15,True
PRJ-00225,Track Laying & 25kV OHE Electrification,2023-05-21,2023-09-10,True
PRJ-00225,Signalling (Kavach) & CRS Safety Inspection,2023-10-11,2023-12-14,True
PRJ-00226,Statutory Approvals & Land Possession,2022-12-01,2022-12-04,False
PRJ-00226,Engineering Design & EPC Contract Award,2023-05-02,2023-04-22,False
PRJ-00226,Civil Works Foundation & Substructure,2023-10-01,2023-09-28,False
PRJ-00226,Main Equipment Supply & Installation,2024-03-02,2024-02-25,False
PRJ-00226,"Piping, Cabling & Auxiliary Works",2024-08-01,2024-08-09,False
PRJ-00226,"Pre-commissioning, Testing & Final Handover",2024-12-31,2025-01-07,False
PRJ-00227,Detailed Alignment Survey & RoW Acquisition,2024-07-11,2024-07-14,False
PRJ-00227,Forest & Railway Board Sanction,2025-02-27,,True
PRJ-00227,Tendering & Major Civil Contract Award,2025-10-16,,True
PRJ-00227,"Earthwork, Tunnels & Bridge Abutments",2026-06-04,,True
PRJ-00227,Track Laying & 25kV OHE Electrification,2027-01-20,,False
PRJ-00227,Signalling (Kavach) & CRS Safety Inspection,2027-09-08,,False
PRJ-00228,Land Acquisition & 3D Notification (90% RoW),2023-03-05,2023-02-28,False
PRJ-00228,Forest & Environmental Clearance,2023-08-14,2023-08-13,False
PRJ-00228,EPC / HAM Contract Award & Financial Close,2024-01-22,2024-01-07,False
PRJ-00228,"Earthwork, Embankment & Subgrade Completion",2024-07-02,2024-06-25,False
PRJ-00228,Major Bridges & Flyover Structures Erection,2024-12-10,2024-12-01,False
PRJ-00228,"Bituminous Pavement, Signage & Final COD",2025-05-21,2025-05-13,False
PRJ-00229,Stage-II Forest Clearance & R&R Settlement,2020-08-24,2020-08-26,False
PRJ-00229,River Diversion & Coffer Dam Construction,2021-01-09,2021-05-15,True
PRJ-00229,Head Race Tunnel (HRT) Excavation,2021-05-28,2021-07-22,True
PRJ-00229,Main Dam Concrete Placement / Embankment,2021-10-13,2022-03-14,True
PRJ-00229,Turbine & Generator Assembly Erection,2022-03-01,2022-10-18,True
PRJ-00229,Reservoir Impoundment & Grid Synchronization,2022-07-17,2023-01-10,True
PRJ-00230,Land & Depot Acquisition Approval,2022-10-28,2022-10-15,False
PRJ-00230,Utility Shifting & Tree Clearance,2023-03-15,2023-07-09,True
PRJ-00230,Viaduct Pier Construction & TBM Tunneling,2023-08-01,2024-01-30,True
PRJ-00230,Underground / Elevated Stations Civil Structure,2023-12-17,,True
PRJ-00230,Third Rail / OHE & CBTC Signalling,2024-05-04,,True
PRJ-00230,Rolling Stock Trials & CMRS Certification,2024-09-19,,True
PRJ-00231,Statutory Approvals & Land Possession,2023-09-21,2023-09-29,False
PRJ-00231,Engineering Design & EPC Contract Award,2024-03-01,2024-08-16,True
PRJ-00231,Civil Works Foundation & Substructure,2024-08-09,2024-11-14,True
PRJ-00231,Main Equipment Supply & Installation,2025-01-18,,True
PRJ-00231,"Piping, Cabling & Auxiliary Works",2025-06-28,,True
PRJ-00231,"Pre-commissioning, Testing & Final Handover",2025-12-07,,True
PRJ-00232,Detailed Alignment Survey & RoW Acquisition,2025-02-13,2025-02-18,False
PRJ-00232,Forest & Railway Board Sanction,2025-07-20,2026-01-19,True
PRJ-00232,Tendering & Major Civil Contract Award,2025-12-24,,True
PRJ-00232,"Earthwork, Tunnels & Bridge Abutments",2026-05-30,,True
PRJ-00232,Track Laying & 25kV OHE Electrification,2026-11-03,,False
PRJ-00232,Signalling (Kavach) & CRS Safety Inspection,2027-04-09,,False
PRJ-00233,Statutory Approvals & Land Possession,2026-01-09,2026-01-15,False
PRJ-00233,Engineering Design & EPC Contract Award,2026-06-20,2026-06-13,False
PRJ-00233,Civil Works Foundation & Substructure,2026-11-28,,False
PRJ-00233,Main Equipment Supply & Installation,2027-05-09,,False
PRJ-00233,"Piping, Cabling & Auxiliary Works",2027-10-17,,False
PRJ-00233,"Pre-commissioning, Testing & Final Handover",2028-03-27,,False
PRJ-00234,Land & Depot Acquisition Approval,2024-01-17,2024-01-10,False
PRJ-00234,Utility Shifting & Tree Clearance,2024-06-03,2024-11-24,True
PRJ-00234,Viaduct Pier Construction & TBM Tunneling,2024-10-20,,True
PRJ-00234,Underground / Elevated Stations Civil Structure,2025-03-07,,True
PRJ-00234,Third Rail / OHE & CBTC Signalling,2025-07-24,,True
PRJ-00234,Rolling Stock Trials & CMRS Certification,2025-12-09,,True
PRJ-00235,Solar Park / Land Lease Execution,2021-09-21,2021-09-18,False
PRJ-00235,Grid Connectivity & PPA Execution,2022-03-20,2022-03-21,False
PRJ-00235,Module Mounting Structures & Inverter Civil Work,2022-09-16,2022-09-14,False
PRJ-00235,Solar PV Module / WTG Erection,2023-03-15,2023-03-17,False
PRJ-00235,Transmission Line to Pooling Substation,2023-09-11,2023-09-17,False
PRJ-00235,RLDC Charging & Commercial Operation Declaration,2024-03-09,2024-03-09,False
PRJ-00236,Land Acquisition & 3D Notification (90% RoW),2025-10-14,,True
PRJ-00236,Forest & Environmental Clearance,2026-06-02,,True
PRJ-00236,EPC / HAM Contract Award & Financial Close,2027-01-19,,False
PRJ-00236,"Earthwork, Embankment & Subgrade Completion",2027-09-07,,False
PRJ-00236,Major Bridges & Flyover Structures Erection,2028-04-24,,False
PRJ-00236,"Bituminous Pavement, Signage & Final COD",2028-12-11,,False
PRJ-00237,Detailed Alignment Survey & RoW Acquisition,2023-10-21,2023-10-14,False
PRJ-00237,Forest & Railway Board Sanction,2024-03-26,2024-07-15,True
PRJ-00237,Tendering & Major Civil Contract Award,2024-08-30,2025-04-03,True
PRJ-00237,"Earthwork, Tunnels & Bridge Abutments",2025-02-03,,True
PRJ-00237,Track Laying & 25kV OHE Electrification,2025-07-10,,True
PRJ-00237,Signalling (Kavach) & CRS Safety Inspection,2025-12-14,,True
PRJ-00238,Statutory Approvals & Land Possession,2023-01-16,2023-01-26,False
PRJ-00238,Engineering Design & EPC Contract Award,2023-06-22,2023-06-20,False
PRJ-00238,Civil Works Foundation & Substructure,2023-11-26,2023-11-14,False
PRJ-00238,Main Equipment Supply & Installation,2024-05-01,2024-04-29,False
PRJ-00238,"Piping, Cabling & Auxiliary Works",2024-10-05,2024-09-24,False
PRJ-00238,"Pre-commissioning, Testing & Final Handover",2025-03-11,2025-02-28,False
PRJ-00239,Statutory Approvals & Land Possession,2023-06-24,2023-06-10,False
PRJ-00239,Engineering Design & EPC Contract Award,2023-11-14,2023-11-04,False
PRJ-00239,Civil Works Foundation & Substructure,2024-04-05,2024-03-29,False
PRJ-00239,Main Equipment Supply & Installation,2024-08-26,2024-08-23,False
PRJ-00239,"Piping, Cabling & Auxiliary Works",2025-01-16,2025-01-05,False
PRJ-00239,"Pre-commissioning, Testing & Final Handover",2025-06-08,2025-06-12,False
PRJ-00240,Land Acquisition & 3D Notification (90% RoW),2026-08-23,,False
PRJ-00240,Forest & Environmental Clearance,2027-04-15,,False
PRJ-00240,EPC / HAM Contract Award & Financial Close,2027-12-07,,False
PRJ-00240,"Earthwork, Embankment & Subgrade Completion",2028-07-29,,False
PRJ-00240,Major Bridges & Flyover Structures Erection,2029-03-21,,False
PRJ-00240,"Bituminous Pavement, Signage & Final COD",2029-11-12,,False
PRJ-00241,Statutory Approvals & Land Possession,2023-08-21,2023-08-12,False
PRJ-00241,Engineering Design & EPC Contract Award,2023-12-19,2023-12-18,False
PRJ-00241,Civil Works Foundation & Substructure,2024-04-17,2024-04-08,False
PRJ-00241,Main Equipment Supply & Installation,2024-08-15,2024-08-13,False
PRJ-00241,"Piping, Cabling & Auxiliary Works",2024-12-13,2024-12-21,False
PRJ-00241,"Pre-commissioning, Testing & Final Handover",2025-04-12,2025-04-12,False
PRJ-00242,Statutory Approvals & Land Possession,2023-07-24,2023-07-14,False
PRJ-00242,Engineering Design & EPC Contract Award,2023-12-09,2024-02-26,True
PRJ-00242,Civil Works Foundation & Substructure,2024-04-26,2024-07-16,True
PRJ-00242,Main Equipment Supply & Installation,2024-09-11,,True
PRJ-00242,"Piping, Cabling & Auxiliary Works",2025-01-28,,True
PRJ-00242,"Pre-commissioning, Testing & Final Handover",2025-06-15,,True
PRJ-00243,Detailed Alignment Survey & RoW Acquisition,2023-04-24,2023-04-16,False
PRJ-00243,Forest & Railway Board Sanction,2023-11-22,2024-03-26,True
PRJ-00243,Tendering & Major Civil Contract Award,2024-06-21,,True
PRJ-00243,"Earthwork, Tunnels & Bridge Abutments",2025-01-20,,True
PRJ-00243,Track Laying & 25kV OHE Electrification,2025-08-20,,True
PRJ-00243,Signalling (Kavach) & CRS Safety Inspection,2026-03-20,,True
PRJ-00244,Detailed Alignment Survey & RoW Acquisition,2023-03-13,2023-03-10,False
PRJ-00244,Forest & Railway Board Sanction,2023-08-03,2023-07-20,False
PRJ-00244,Tendering & Major Civil Contract Award,2023-12-24,2023-12-14,False
PRJ-00244,"Earthwork, Tunnels & Bridge Abutments",2024-05-15,2024-05-18,False
PRJ-00244,Track Laying & 25kV OHE Electrification,2024-10-05,2024-10-14,False
PRJ-00244,Signalling (Kavach) & CRS Safety Inspection,2025-02-25,2025-02-16,False
PRJ-00245,Statutory Approvals & Land Possession,2026-01-12,2026-01-01,False
PRJ-00245,Engineering Design & EPC Contract Award,2026-06-09,2026-06-14,False
PRJ-00245,Civil Works Foundation & Substructure,2026-11-04,,False
PRJ-00245,Main Equipment Supply & Installation,2027-03-31,,False
PRJ-00245,"Piping, Cabling & Auxiliary Works",2027-08-26,,False
PRJ-00245,"Pre-commissioning, Testing & Final Handover",2028-01-21,,False
PRJ-00246,Statutory Approvals & Land Possession,2025-02-10,2025-02-03,False
PRJ-00246,Engineering Design & EPC Contract Award,2025-07-03,2025-06-24,False
PRJ-00246,Civil Works Foundation & Substructure,2025-11-23,2025-11-22,False
PRJ-00246,Main Equipment Supply & Installation,2026-04-15,2026-04-09,False
PRJ-00246,"Piping, Cabling & Auxiliary Works",2026-09-05,,False
PRJ-00246,"Pre-commissioning, Testing & Final Handover",2027-01-26,,False
PRJ-00247,Detailed Alignment Survey & RoW Acquisition,2023-05-14,2023-05-09,False
PRJ-00247,Forest & Railway Board Sanction,2023-09-20,2023-12-29,True
PRJ-00247,Tendering & Major Civil Contract Award,2024-01-27,2024-05-02,True
PRJ-00247,"Earthwork, Tunnels & Bridge Abutments",2024-06-04,2024-12-18,True
PRJ-00247,Track Laying & 25kV OHE Electrification,2024-10-12,2025-05-12,True
PRJ-00247,Signalling (Kavach) & CRS Safety Inspection,2025-02-18,,True
PRJ-00248,Detailed Alignment Survey & RoW Acquisition,2024-10-14,2024-10-07,False
PRJ-00248,Forest & Railway Board Sanction,2025-05-24,,True
PRJ-00248,Tendering & Major Civil Contract Award,2025-12-31,,True
PRJ-00248,"Earthwork, Tunnels & Bridge Abutments",2026-08-10,,False
PRJ-00248,Track Laying & 25kV OHE Electrification,2027-03-19,,False
PRJ-00248,Signalling (Kavach) & CRS Safety Inspection,2027-10-27,,False
PRJ-00249,Statutory Approvals & Land Possession,2026-08-03,,False
PRJ-00249,Engineering Design & EPC Contract Award,2027-03-17,,False
PRJ-00249,Civil Works Foundation & Substructure,2027-10-29,,False
PRJ-00249,Main Equipment Supply & Installation,2028-06-11,,False
PRJ-00249,"Piping, Cabling & Auxiliary Works",2029-01-23,,False
PRJ-00249,"Pre-commissioning, Testing & Final Handover",2029-09-06,,False
PRJ-00250,Statutory Approvals & Land Possession,2026-04-13,,True
PRJ-00250,Engineering Design & EPC Contract Award,2026-09-12,,False
PRJ-00250,Civil Works Foundation & Substructure,2027-02-11,,False
PRJ-00250,Main Equipment Supply & Installation,2027-07-14,,False
PRJ-00250,"Piping, Cabling & Auxiliary Works",2027-12-13,,False
PRJ-00250,"Pre-commissioning, Testing & Final Handover",2028-05-13,,False
PRJ-00251,Land & Depot Acquisition Approval,2022-09-26,2022-09-25,False
PRJ-00251,Utility Shifting & Tree Clearance,2023-04-17,2023-06-16,True
PRJ-00251,Viaduct Pier Construction & TBM Tunneling,2023-11-06,2024-04-04,True
PRJ-00251,Underground / Elevated Stations Civil Structure,2024-05-27,,True
PRJ-00251,Third Rail / OHE & CBTC Signalling,2024-12-16,,True
PRJ-00251,Rolling Stock Trials & CMRS Certification,2025-07-07,,True
PRJ-00252,Land Acquisition & 3D Notification (90% RoW),2026-03-17,,True
PRJ-00252,Forest & Environmental Clearance,2026-09-08,,False
PRJ-00252,EPC / HAM Contract Award & Financial Close,2027-03-03,,False
PRJ-00252,"Earthwork, Embankment & Subgrade Completion",2027-08-25,,False
PRJ-00252,Major Bridges & Flyover Structures Erection,2028-02-16,,False
PRJ-00252,"Bituminous Pavement, Signage & Final COD",2028-08-10,,False
PRJ-00253,Statutory Approvals & Land Possession,2025-10-12,2025-09-27,False
PRJ-00253,Engineering Design & EPC Contract Award,2026-03-23,2026-03-22,False
PRJ-00253,Civil Works Foundation & Substructure,2026-08-31,2026-08-24,False
PRJ-00253,Main Equipment Supply & Installation,2027-02-09,,False
PRJ-00253,"Piping, Cabling & Auxiliary Works",2027-07-20,,False
PRJ-00253,"Pre-commissioning, Testing & Final Handover",2027-12-29,,False
PRJ-00254,AERB Site Clearance & Environmental Approval,2020-11-30,2020-11-21,False
PRJ-00254,First Pour of Concrete (FPC) Milestone,2021-05-20,2021-12-23,True
PRJ-00254,Reactor Building Inner Containment Dome,2021-11-07,2022-03-12,True
PRJ-00254,Reactor Pressure Vessel & Steam Generator Installation,2022-04-27,2022-05-30,True
PRJ-00254,"Secondary Piping, Turbine & Grid Interface",2022-10-14,2023-02-03,True
PRJ-00254,AERB Fuel Loading Permission & Full Power COD,2023-04-03,2023-11-12,True
PRJ-00255,Land & Depot Acquisition Approval,2026-02-14,,True
PRJ-00255,Utility Shifting & Tree Clearance,2026-09-05,,False
PRJ-00255,Viaduct Pier Construction & TBM Tunneling,2027-03-27,,False
PRJ-00255,Underground / Elevated Stations Civil Structure,2027-10-16,,False
PRJ-00255,Third Rail / OHE & CBTC Signalling,2028-05-06,,False
PRJ-00255,Rolling Stock Trials & CMRS Certification,2028-11-25,,False
PRJ-00256,Detailed Alignment Survey & RoW Acquisition,2025-09-13,,True
PRJ-00256,Forest & Railway Board Sanction,2026-07-24,,True
PRJ-00256,Tendering & Major Civil Contract Award,2027-06-03,,False
PRJ-00256,"Earthwork, Tunnels & Bridge Abutments",2028-04-12,,False
PRJ-00256,Track Laying & 25kV OHE Electrification,2029-02-20,,False
PRJ-00256,Signalling (Kavach) & CRS Safety Inspection,2029-12-31,,False
PRJ-00257,Statutory Approvals & Land Possession,2025-10-06,,True
PRJ-00257,Engineering Design & EPC Contract Award,2026-03-21,,True
PRJ-00257,Civil Works Foundation & Substructure,2026-09-03,,False
PRJ-00257,Main Equipment Supply & Installation,2027-02-16,,False
PRJ-00257,"Piping, Cabling & Auxiliary Works",2027-08-01,,False
PRJ-00257,"Pre-commissioning, Testing & Final Handover",2028-01-14,,False
PRJ-00258,Statutory Approvals & Land Possession,2021-05-11,2021-04-30,False
PRJ-00258,Engineering Design & EPC Contract Award,2021-09-22,2021-12-13,True
PRJ-00258,Civil Works Foundation & Substructure,2022-02-03,2022-08-29,True
PRJ-00258,Main Equipment Supply & Installation,2022-06-17,2023-01-08,True
PRJ-00258,"Piping, Cabling & Auxiliary Works",2022-10-29,,True
PRJ-00258,"Pre-commissioning, Testing & Final Handover",2023-03-12,,True
PRJ-00259,Stage-II Forest Clearance & R&R Settlement,2026-07-08,,True
PRJ-00259,River Diversion & Coffer Dam Construction,2027-01-18,,False
