project_id,snapshot_month,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,status
PRJ-00235,2026-04-01,601.1,533.18,90.3,On Track
PRJ-00235,2026-05-01,601.1,550.16,92.7,On Track
PRJ-00235,2026-06-01,601.1,567.14,95.1,On Track
PRJ-00235,2026-07-01,601.1,584.12,97.6,On Track
PRJ-00235,2026-08-01,601.1,601.1,100.0,Completed
PRJ-00236,2025-09-01,1271.21,170.51,0.0,On Track
PRJ-00236,2025-10-01,1271.21,178.91,0.6,On Track
PRJ-00236,2025-11-01,1271.21,187.31,1.2,On Track
PRJ-00236,2025-12-01,1271.21,195.71,1.7,On Track
PRJ-00236,2026-01-01,1556.75,204.11,2.3,Stalled
PRJ-00236,2026-02-01,1556.75,212.51,2.9,Stalled
PRJ-00236,2026-03-01,1556.75,220.91,3.5,Stalled
PRJ-00236,2026-04-01,1556.75,229.31,4.1,Stalled
PRJ-00236,2026-05-01,1556.75,237.71,4.7,Stalled
PRJ-00236,2026-06-01,1556.75,246.11,5.2,Stalled
PRJ-00236,2026-07-01,1556.75,254.51,5.8,Stalled
PRJ-00236,2026-08-01,1556.75,262.91,6.4,Stalled
PRJ-00237,2025-09-01,307.12,160.18,28.5,On Track
PRJ-00237,2025-10-01,307.12,168.61,31.0,On Track
PRJ-00237,2025-11-01,307.12,177.05,33.5,On Track
PRJ-00237,2025-12-01,307.12,185.48,36.0,On Track
PRJ-00237,2026-01-01,307.12,193.92,38.5,Delayed
PRJ-00237,2026-02-01,307.12,202.35,41.0,Delayed
PRJ-00237,2026-03-01,307.12,210.79,43.5,Delayed
PRJ-00237,2026-04-01,307.12,219.23,46.0,Delayed
PRJ-00237,2026-05-01,307.12,227.66,48.5,Delayed
PRJ-00237,2026-06-01,384.47,236.1,51.0,Delayed
PRJ-00237,2026-07-01,384.47,244.53,53.5,Delayed
PRJ-00237,2026-08-01,384.47,252.97,56.0,Delayed
PRJ-00238,2025-09-01,225.72,155.59,71.0,On Track
PRJ-00238,2025-10-01,225.72,162.17,73.6,On Track
PRJ-00238,2025-11-01,225.72,168.75,76.3,On Track
PRJ-00238,2025-12-01,225.72,175.33,78.9,On Track
PRJ-00238,2026-01-01,225.72,181.92,81.5,On Track
PRJ-00238,2026-02-01,225.72,188.5,84.2,On Track
PRJ-00238,2026-03-01,225.72,195.08,86.8,On Track
PRJ-00238,2026-04-01,225.72,201.66,89.5,On Track
PRJ-00238,2026-05-01,225.72,208.24,92.1,On Track
PRJ-00238,2026-06-01,225.72,214.82,94.7,On Track
PRJ-00238,2026-07-01,225.72,221.4,97.4,On Track
PRJ-00238,2026-08-01,225.72,227.98,100.0,Completed
PRJ-00239,2025-09-01,312.27,211.78,75.3,On Track
PRJ-00239,2025-10-01,312.27,220.92,77.5,On Track
PRJ-00239,2025-11-01,312.27,230.05,79.8,On Track
PRJ-00239,2025-12-01,312.27,239.19,82.0,On Track
PRJ-00239,2026-01-01,312.27,248.32,84.3,On Track
PRJ-00239,2026-02-01,312.27,257.46,86.5,On Track
PRJ-00239,2026-03-01,312.27,266.59,88.8,On Track
PRJ-00239,2026-04-01,312.27,275.73,91.0,On Track
PRJ-00239,2026-05-01,312.27,284.86,93.3,On Track
PRJ-00239,2026-06-01,312.27,294.0,95.5,On Track
PRJ-00239,2026-07-01,312.27,303.13,97.8,On Track
PRJ-00239,2026-08-01,312.27,312.27,100.0,Completed
PRJ-00240,2025-09-01,3578.23,357.69,0.0,On Track
PRJ-00240,2025-10-01,3578.23,368.88,0.2,On Track
PRJ-00240,2025-11-01,3578.23,380.07,0.4,On Track
PRJ-00240,2025-12-01,3578.23,391.27,0.5,On Track
PRJ-00240,2026-01-01,3578.23,402.46,0.7,Stalled
PRJ-00240,2026-02-01,3578.23,413.65,0.9,Stalled
PRJ-00240,2026-03-01,3578.23,424.85,1.1,Stalled
PRJ-00240,2026-04-01,3578.23,436.04,1.3,Stalled
PRJ-00240,2026-05-01,3578.23,447.23,1.5,Stalled
PRJ-00240,2026-06-01,4347.67,458.42,1.6,Stalled
PRJ-00240,2026-07-01,4347.67,469.62,1.8,Stalled
PRJ-00240,2026-08-01,4347.67,480.81,2.0,Stalled
PRJ-00241,2025-09-01,626.89,420.57,76.7,On Track
PRJ-00241,2025-10-01,626.89,439.33,78.8,On Track
PRJ-00241,2025-11-01,626.89,458.09,80.9,On Track
PRJ-00241,2025-12-01,626.89,476.84,83.0,On Track
PRJ-00241,2026-01-01,626.89,495.6,85.2,On Track
PRJ-00241,2026-02-01,626.89,514.35,87.3,On Track
PRJ-00241,2026-03-01,626.89,533.11,89.4,On Track
PRJ-00241,2026-04-01,626.89,551.87,91.5,On Track
PRJ-00241,2026-05-01,626.89,570.62,93.6,On Track
PRJ-00241,2026-06-01,626.89,589.38,95.8,On Track
PRJ-00241,2026-07-01,626.89,608.13,97.9,On Track
PRJ-00241,2026-08-01,626.89,626.89,100.0,Completed
PRJ-00242,2025-09-01,1964.71,1261.75,30.7,On Track
PRJ-00242,2025-10-01,1964.71,1314.19,33.0,On Track
PRJ-00242,2025-11-01,1964.71,1366.63,35.3,On Track
PRJ-00242,2025-12-01,1964.71,1419.07,37.7,On Track
PRJ-00242,2026-01-01,1964.71,1471.51,40.0,Delayed
PRJ-00242,2026-02-01,1964.71,1523.95,42.3,Delayed
PRJ-00242,2026-03-01,1964.71,1576.39,44.6,Delayed
PRJ-00242,2026-04-01,1964.71,1628.83,46.9,Delayed
PRJ-00242,2026-05-01,1964.71,1681.26,49.2,Delayed
PRJ-00242,2026-06-01,2609.7,1733.7,51.6,Delayed
PRJ-00242,2026-07-01,2609.7,1786.14,53.9,Delayed
PRJ-00242,2026-08-01,2609.7,1838.58,56.2,Delayed
PRJ-00243,2025-09-01,2124.97,965.15,10.4,On Track
PRJ-00243,2025-10-01,2124.97,1009.6,13.5,On Track
PRJ-00243,2025-11-01,2124.97,1054.05,16.5,On Track
PRJ-00243,2025-12-01,2124.97,1098.49,19.6,On Track
PRJ-00243,2026-01-01,2124.97,1142.94,22.6,Delayed
PRJ-00243,2026-02-01,2124.97,1187.38,25.6,Delayed
PRJ-00243,2026-03-01,2124.97,1231.83,28.7,Delayed
PRJ-00243,2026-04-01,2124.97,1276.28,31.7,Delayed
PRJ-00243,2026-05-01,2784.15,1320.72,34.8,Delayed
PRJ-00243,2026-06-01,2784.15,1365.17,37.8,Delayed
PRJ-00243,2026-07-01,2784.15,1409.61,40.9,Delayed
PRJ-00243,2026-08-01,2784.15,1454.06,43.9,Delayed
PRJ-00244,2025-09-01,699.09,519.41,71.2,On Track
PRJ-00244,2025-10-01,699.09,535.75,73.8,On Track
PRJ-00244,2025-11-01,699.09,552.08,76.5,On Track
PRJ-00244,2025-12-01,699.09,568.42,79.1,On Track
PRJ-00244,2026-01-01,699.09,584.75,81.7,On Track
PRJ-00244,2026-02-01,699.09,601.09,84.3,On Track
PRJ-00244,2026-03-01,699.09,617.42,86.9,On Track
PRJ-00244,2026-04-01,699.09,633.75,89.5,On Track
PRJ-00244,2026-05-01,699.09,650.09,92.2,On Track
PRJ-00244,2026-06-01,699.09,666.42,94.8,On Track
PRJ-00244,2026-07-01,699.09,682.76,97.4,On Track
PRJ-00244,2026-08-01,699.09,699.09,100.0,Completed
PRJ-00245,2025-09-01,1173.5,292.02,7.6,On Track
PRJ-00245,2025-10-01,1173.5,303.11,10.2,On Track
PRJ-00245,2025-11-01,1173.5,314.21,12.8,On Track
PRJ-00245,2025-12-01,1173.5,325.31,15.4,On Track
PRJ-00245,2026-01-01,1173.5,336.41,18.0,On Track
PRJ-00245,2026-02-01,1173.5,347.51,20.6,On Track
PRJ-00245,2026-03-01,1173.5,358.61,23.2,On Track
PRJ-00245,2026-04-01,1173.5,369.71,25.8,On Track
PRJ-00245,2026-05-01,1173.5,380.8,28.4,On Track
PRJ-00245,2026-06-01,1173.5,391.9,31.0,On Track
PRJ-00245,2026-07-01,1173.5,403.0,33.6,On Track
PRJ-00245,2026-08-01,1173.5,414.1,36.2,On Track
PRJ-00246,2025-09-01,329.04,178.1,54.1,On Track
PRJ-00246,2025-10-01,329.04,184.08,56.1,On Track
PRJ-00246,2025-11-01,329.04,190.06,58.2,On Track
PRJ-00246,2025-12-01,329.04,196.04,60.2,On Track
PRJ-00246,2026-01-01,329.04,202.02,62.3,On Track
PRJ-00246,2026-02-01,329.04,208.0,64.3,On Track
PRJ-00246,2026-03-01,329.04,213.98,66.4,On Track
PRJ-00246,2026-04-01,329.04,219.96,68.4,On Track
PRJ-00246,2026-05-01,329.04,225.94,70.5,On Track
PRJ-00246,2026-06-01,329.04,231.92,72.5,On Track
PRJ-00246,2026-07-01,329.04,237.9,74.6,On Track
PRJ-00246,2026-08-01,329.04,243.88,76.6,On Track
PRJ-00247,2025-09-01,407.44,301.45,56.0,On Track
PRJ-00247,2025-10-01,407.44,310.84,57.9,On Track
PRJ-00247,2025-11-01,407.44,320.24,59.9,On Track
PRJ-00247,2025-12-01,453.01,329.63,61.9,On Track
PRJ-00247,2026-01-01,453.01,339.03,63.9,Delayed
PRJ-00247,2026-02-01,453.01,348.42,65.8,Delayed
PRJ-00247,2026-03-01,453.01,357.82,67.8,Delayed
PRJ-00247,2026-04-01,453.01,367.21,69.8,Delayed
PRJ-00247,2026-05-01,453.01,376.61,71.8,Delayed
PRJ-00247,2026-06-01,453.01,386.0,73.7,Delayed
PRJ-00247,2026-07-01,453.01,395.4,75.7,Delayed
PRJ-00247,2026-08-01,453.01,404.79,77.7,Delayed
PRJ-00248,2025-09-01,2237.86,680.58,0.0,On Track
PRJ-00248,2025-10-01,2237.86,721.74,2.1,On Track
PRJ-00248,2025-11-01,2237.86,762.9,4.2,On Track
PRJ-00248,2025-12-01,2691.47,804.07,6.2,On Track
PRJ-00248,2026-01-01,2691.47,845.23,8.3,Stalled
PRJ-00248,2026-02-01,2691.47,886.39,10.4,Delayed
PRJ-00248,2026-03-01,2691.47,927.55,12.5,Delayed
PRJ-00248,2026-04-01,2691.47,968.71,14.6,Delayed
PRJ-00248,2026-05-01,2691.47,1009.87,16.7,Delayed
PRJ-00248,2026-06-01,2691.47,1051.03,18.7,Delayed
PRJ-00248,2026-07-01,2691.47,1092.19,20.8,Delayed
PRJ-00248,2026-08-01,2691.47,1133.35,22.9,Delayed
PRJ-00249,2025-09-01,1982.59,318.75,0.0,On Track
PRJ-00249,2025-10-01,1982.59,334.84,0.2,On Track
PRJ-00249,2025-11-01,1982.59,350.93,0.4,On Track
PRJ-00249,2025-12-01,1982.59,367.01,0.5,On Track
PRJ-00249,2026-01-01,1982.59,383.1,0.7,Stalled
PRJ-00249,2026-02-01,1982.59,399.19,0.9,Stalled
PRJ-00249,2026-03-01,1982.59,415.27,1.1,Stalled
PRJ-00249,2026-04-01,1982.59,431.36,1.3,Stalled
PRJ-00249,2026-05-01,2649.78,447.45,1.5,Stalled
PRJ-00249,2026-06-01,2649.78,463.54,1.6,Stalled
PRJ-00249,2026-07-01,2649.78,479.62,1.8,Stalled
PRJ-00249,2026-08-01,2649.78,495.71,2.0,Stalled
PRJ-00250,2025-09-01,862.62,114.33,0.0,On Track
PRJ-00250,2025-10-01,862.62,119.04,0.2,On Track
PRJ-00250,2025-11-01,862.62,123.75,0.4,On Track
PRJ-00250,2025-12-01,862.62,128.46,0.5,On Track
PRJ-00250,2026-01-01,862.62,133.17,0.7,Stalled
PRJ-00250,2026-02-01,1041.92,137.88,0.9,Stalled
PRJ-00250,2026-03-01,1041.92,142.58,1.1,Stalled
PRJ-00250,2026-04-01,1041.92,147.29,1.3,Stalled
PRJ-00250,2026-05-01,1041.92,152.0,1.5,Stalled
PRJ-00250,2026-06-01,1041.92,156.71,1.6,Stalled
PRJ-00250,2026-07-01,1041.92,161.42,1.8,Stalled
PRJ-00250,2026-08-01,1041.92,166.13,2.0,Stalled
PRJ-00251,2025-09-01,2925.79,1705.31,30.5,On Track
PRJ-00251,2025-10-01,2925.79,1777.3,32.5,On Track
PRJ-00251,2025-11-01,2925.79,1849.29,34.5,On Track
PRJ-00251,2025-12-01,2925.79,1921.28,36.6,On Track
PRJ-00251,2026-01-01,2925.79,1993.27,38.6,Delayed
PRJ-00251,2026-02-01,3818.02,2065.26,40.7,Delayed
PRJ-00251,2026-03-01,3818.02,2137.26,42.7,Delayed
PRJ-00251,2026-04-01,3818.02,2209.25,44.7,Delayed
PRJ-00251,2026-05-01,3818.02,2281.24,46.8,Delayed
PRJ-00251,2026-06-01,3818.02,2353.23,48.8,Delayed
PRJ-00251,2026-07-01,3818.02,2425.22,50.9,Delayed
PRJ-00251,2026-08-01,3818.02,2497.21,52.9,Delayed
PRJ-00252,2025-09-01,455.32,99.53,0.0,On Track
PRJ-00252,2025-10-01,455.32,102.39,0.7,On Track
PRJ-00252,2025-11-01,455.32,105.25,1.3,On Track
PRJ-00252,2025-12-01,455.32,108.1,2.0,On Track
PRJ-00252,2026-01-01,508.52,110.96,2.7,Stalled
PRJ-00252,2026-02-01,508.52,113.82,3.3,Stalled
PRJ-00252,2026-03-01,508.52,116.68,4.0,Stalled
PRJ-00252,2026-04-01,508.52,119.54,4.6,Stalled
PRJ-00252,2026-05-01,508.52,122.4,5.3,Stalled
PRJ-00252,2026-06-01,508.52,125.25,6.0,Stalled
PRJ-00252,2026-07-01,508.52,128.11,6.6,Stalled
PRJ-00252,2026-08-01,508.52,130.97,7.3,Stalled
PRJ-00253,2025-09-01,532.72,164.7,31.2,On Track
PRJ-00253,2025-10-01,532.72,171.97,32.8,On Track
PRJ-00253,2025-11-01,532.72,179.24,34.5,On Track
PRJ-00253,2025-12-01,532.72,186.52,36.2,On Track
PRJ-00253,2026-01-01,532.72,193.79,37.9,On Track
PRJ-00253,2026-02-01,532.72,201.06,39.6,On Track
PRJ-00253,2026-03-01,532.72,208.33,41.3,On Track
PRJ-00253,2026-04-01,532.72,215.6,43.0,On Track
PRJ-00253,2026-05-01,532.72,222.87,44.6,On Track
PRJ-00253,2026-06-01,532.72,230.15,46.3,On Track
PRJ-00253,2026-07-01,532.72,237.42,48.0,On Track
PRJ-00253,2026-08-01,532.72,244.69,49.7,On Track
PRJ-00254,2025-09-01,477.71,478.55,77.3,On Track
PRJ-00254,2025-10-01,477.71,489.94,79.4,On Track
PRJ-00254,2025-11-01,477.71,501.34,81.5,On Track
PRJ-00254,2025-12-01,477.71,512.73,83.5,On Track
PRJ-00254,2026-01-01,477.71,524.12,85.6,Delayed
PRJ-00254,2026-02-01,477.71,535.52,87.6,Delayed
PRJ-00254,2026-03-01,603.88,546.91,89.7,Delayed
PRJ-00254,2026-04-01,603.88,558.3,91.8,Delayed
PRJ-00254,2026-05-01,603.88,569.7,93.8,Delayed
PRJ-00254,2026-06-01,603.88,581.09,95.9,Delayed
PRJ-00254,2026-07-01,603.88,592.49,97.9,Delayed
PRJ-00254,2026-08-01,603.88,603.88,100.0,Completed
PRJ-00255,2025-09-01,1352.46,192.54,0.0,On Track
PRJ-00255,2025-10-01,1352.46,202.6,0.4,On Track
PRJ-00255,2025-11-01,1352.46,212.65,0.9,On Track
PRJ-00255,2025-12-01,1352.46,222.7,1.3,On Track
PRJ-00255,2026-01-01,1352.46,232.75,1.8,Stalled
PRJ-00255,2026-02-01,1576.49,242.8,2.2,Stalled
PRJ-00255,2026-03-01,1576.49,252.85,2.7,Stalled
PRJ-00255,2026-04-01,1576.49,262.9,3.1,Stalled
PRJ-00255,2026-05-01,1576.49,272.96,3.6,Stalled
PRJ-00255,2026-06-01,1576.49,283.01,4.0,Stalled
PRJ-00255,2026-07-01,1576.49,293.06,4.5,Stalled
PRJ-00255,2026-08-01,1576.49,303.11,4.9,Stalled
PRJ-00256,2025-09-01,6535.77,924.65,0.0,On Track
PRJ-00256,2025-10-01,6535.77,950.86,0.2,On Track
PRJ-00256,2025-11-01,6535.77,977.07,0.4,On Track
PRJ-00256,2025-12-01,6535.77,1003.28,0.5,On Track
PRJ-00256,2026-01-01,6535.77,1029.49,0.7,Stalled
PRJ-00256,2026-02-01,6535.77,1055.7,0.9,Stalled
PRJ-00256,2026-03-01,8162.32,1081.9,1.1,Stalled
PRJ-00256,2026-04-01,8162.32,1108.11,1.3,Stalled
PRJ-00256,2026-05-01,8162.32,1134.32,1.5,Stalled
PRJ-00256,2026-06-01,8162.32,1160.53,1.6,Stalled
PRJ-00256,2026-07-01,8162.32,1186.74,1.8,Stalled
PRJ-00256,2026-08-01,8162.32,1212.95,2.0,Stalled
PRJ-00257,2025-09-01,703.45,162.28,0.0,On Track
PRJ-00257,2025-10-01,703.45,167.88,0.3,On Track
PRJ-00257,2025-11-01,703.45,173.48,0.5,On Track
PRJ-00257,2025-12-01,703.45,179.07,0.8,On Track
PRJ-00257,2026-01-01,703.45,184.67,1.1,Stalled
PRJ-00257,2026-02-01,703.45,190.27,1.3,Stalled
PRJ-00257,2026-03-01,703.45,195.86,1.6,Stalled
PRJ-00257,2026-04-01,703.45,201.46,1.8,Stalled
PRJ-00257,2026-05-01,928.86,207.06,2.1,Stalled
PRJ-00257,2026-06-01,928.86,212.66,2.4,Stalled
PRJ-00257,2026-07-01,928.86,218.25,2.6,Stalled
PRJ-00257,2026-08-01,928.86,223.85,2.9,Stalled
PRJ-00258,2025-09-01,961.69,599.97,36.1,On Track
PRJ-00258,2025-10-01,961.69,622.78,38.4,On Track
PRJ-00258,2025-11-01,961.69,645.59,40.8,On Track
PRJ-00258,2025-12-01,1193.38,668.4,43.1,On Track
PRJ-00258,2026-01-01,1193.38,691.21,45.5,Delayed
PRJ-00258,2026-02-01,1193.38,714.02,47.8,Delayed
PRJ-00258,2026-03-01,1193.38,736.83,50.2,Delayed
PRJ-00258,2026-04-01,1193.38,759.64,52.6,Delayed
PRJ-00258,2026-05-01,1193.38,782.45,54.9,Delayed
PRJ-00258,2026-06-01,1193.38,805.26,57.3,Delayed
PRJ-00258,2026-07-01,1193.38,828.07,59.6,Delayed
PRJ-00258,2026-08-01,1193.38,850.88,62.0,Delayed
PRJ-00259,2025-09-01,1295.83,280.85,0.0,On Track
PRJ-00259,2025-10-01,1295.83,291.92,0.2,On Track
PRJ-00259,2025-11-01,1295.83,302.98,0.4,On Track
PRJ-00259,2025-12-01,1295.83,314.04,0.5,On Track
PRJ-00259,2026-01-01,1295.83,325.11,0.7,Stalled
PRJ-00259,2026-02-01,1295.83,336.17,0.9,Stalled
PRJ-00259,2026-03-01,1295.83,347.23,1.1,Stalled
PRJ-00259,2026-04-01,1295.83,358.3,1.3,Stalled
PRJ-00259,2026-05-01,1295.83,369.36,1.5,Stalled
PRJ-00259,2026-06-01,2053.28,380.42,1.6,Stalled
PRJ-00259,2026-07-01,2053.28,391.49,1.8,Stalled
PRJ-00259,2026-08-01,2053.28,402.55,2.0,Stalled
PRJ-00260,2025-09-01,1104.81,974.72,77.8,On Track
PRJ-00260,2025-10-01,1104.81,1009.52,79.9,On Track
PRJ-00260,2025-11-01,1104.81,1044.31,81.9,On Track
PRJ-00260,2025-12-01,1104.81,1079.11,83.9,On Track
PRJ-00260,2026-01-01,1357.46,1113.9,85.9,Delayed
PRJ-00260,2026-02-01,1357.46,1148.69,87.9,Delayed
PRJ-00260,2026-03-01,1357.46,1183.49,89.9,Delayed
PRJ-00260,2026-04-01,1357.46,1218.28,91.9,Delayed
PRJ-00260,2026-05-01,1357.46,1253.08,94.0,Delayed
PRJ-00260,2026-06-01,1357.46,1287.87,96.0,Delayed
PRJ-00260,2026-07-01,1357.46,1322.67,98.0,Delayed
PRJ-00260,2026-08-01,1357.46,1357.46,100.0,Completed
PRJ-00261,2025-09-01,1804.58,1780.53,42.0,On Track
PRJ-00261,2025-10-01,1804.58,1824.87,44.8,On Track
PRJ-00261,2025-11-01,1804.58,1869.2,47.6,On Track
PRJ-00261,2025-12-01,2437.32,1913.54,50.4,On Track
PRJ-00261,2026-01-01,2437.32,1957.87,53.1,Delayed
PRJ-00261,2026-02-01,2437.32,2002.21,55.9,Delayed
PRJ-00261,2026-03-01,2437.32,2046.54,58.7,Delayed
PRJ-00261,2026-04-01,2437.32,2090.88,61.5,Delayed
PRJ-00261,2026-05-01,2437.32,2135.21,64.3,Delayed
PRJ-00261,2026-06-01,2437.32,2179.55,67.0,Delayed
PRJ-00261,2026-07-01,2437.32,2223.88,69.8,Delayed
PRJ-00261,2026-08-01,2437.32,2268.22,72.6,Delayed
PRJ-00262,2025-09-01,527.62,377.14,71.5,On Track
PRJ-00262,2025-10-01,527.62,390.82,74.1,On Track
PRJ-00262,2025-11-01,527.62,404.5,76.7,On Track
PRJ-00262,2025-12-01,527.62,418.18,79.2,On Track
PRJ-00262,2026-01-01,527.62,431.86,81.8,On Track
PRJ-00262,2026-02-01,527.62,445.54,84.4,On Track
PRJ-00262,2026-03-01,527.62,459.22,87.0,On Track
PRJ-00262,2026-04-01,527.62,472.9,89.6,On Track
PRJ-00262,2026-05-01,527.62,486.58,92.2,On Track
PRJ-00262,2026-06-01,527.62,500.26,94.8,On Track
PRJ-00262,2026-07-01,527.62,513.94,97.4,On Track
PRJ-00262,2026-08-01,527.62,527.62,100.0,Completed
PRJ-00263,2025-09-01,723.97,160.52,0.0,On Track
PRJ-00263,2025-10-01,723.97,165.5,1.0,On Track
PRJ-00263,2025-11-01,723.97,170.48,1.9,On Track
PRJ-00263,2025-12-01,723.97,175.45,2.9,On Track
PRJ-00263,2026-01-01,723.97,180.43,3.9,Stalled
PRJ-00263,2026-02-01,723.97,185.41,4.8,Stalled
PRJ-00263,2026-03-01,891.13,190.39,5.8,Stalled
PRJ-00263,2026-04-01,891.13,195.37,6.7,Stalled
PRJ-00263,2026-05-01,891.13,200.35,7.7,Stalled
PRJ-00263,2026-06-01,891.13,205.32,8.7,Stalled
PRJ-00263,2026-07-01,891.13,210.3,9.6,Stalled
PRJ-00263,2026-08-01,891.13,215.28,10.6,Delayed
PRJ-00264,2025-09-01,1622.36,1379.6,51.4,On Track
PRJ-00264,2025-10-01,1622.36,1429.15,53.1,On Track
PRJ-00264,2025-11-01,1622.36,1478.71,54.7,On Track
PRJ-00264,2025-12-01,1622.36,1528.26,56.4,On Track
PRJ-00264,2026-01-01,1622.36,1577.81,58.0,Delayed
PRJ-00264,2026-02-01,1622.36,1627.36,59.7,Delayed
PRJ-00264,2026-03-01,1622.36,1676.92,61.3,Delayed
PRJ-00264,2026-04-01,1622.36,1726.47,63.0,Delayed
PRJ-00264,2026-05-01,1622.36,1776.02,64.6,Delayed
PRJ-00264,2026-06-01,2284.32,1825.57,66.3,Delayed
PRJ-00264,2026-07-01,2284.32,1875.13,67.9,Delayed
PRJ-00264,2026-08-01,2284.32,1924.68,69.6,Delayed
PRJ-00265,2025-09-01,274.19,24.11,0.0,On Track
PRJ-00265,2025-10-01,274.19,24.69,1.0,On Track
PRJ-00265,2025-11-01,274.19,25.27,2.1,On Track
PRJ-00265,2025-12-01,274.19,25.85,3.1,On Track
PRJ-00265,2026-01-01,274.19,26.43,4.1,On Track
PRJ-00265,2026-02-01,274.19,27.01,5.1,On Track
PRJ-00265,2026-03-01,274.19,27.59,6.2,On Track
PRJ-00265,2026-04-01,274.19,28.17,7.2,On Track
PRJ-00265,2026-05-01,274.19,28.75,8.2,On Track
PRJ-00265,2026-06-01,274.19,29.33,9.2,On Track
PRJ-00265,2026-07-01,274.19,29.91,10.3,On Track
PRJ-00265,2026-08-01,274.19,30.49,11.3,On Track
PRJ-00266,2025-09-01,11242.44,2156.49,0.0,On Track
PRJ-00266,2025-10-01,11242.44,2211.48,0.2,On Track
PRJ-00266,2025-11-01,11242.44,2266.47,0.4,On Track
PRJ-00266,2025-12-01,11242.44,2321.45,0.5,On Track
PRJ-00266,2026-01-01,11242.44,2376.44,0.7,Stalled
PRJ-00266,2026-02-01,11242.44,2431.43,0.9,Stalled
PRJ-00266,2026-03-01,11242.44,2486.42,1.1,Stalled
PRJ-00266,2026-04-01,11242.44,2541.41,1.3,Stalled
PRJ-00266,2026-05-01,18930.32,2596.4,1.5,Stalled
PRJ-00266,2026-06-01,18930.32,2651.38,1.6,Stalled
PRJ-00266,2026-07-01,18930.32,2706.37,1.8,Stalled
PRJ-00266,2026-08-01,18930.32,2761.36,2.0,Stalled
PRJ-00267,2025-09-01,2054.71,1087.19,22.8,On Track
PRJ-00267,2025-10-01,2054.71,1135.58,24.3,On Track
PRJ-00267,2025-11-01,2054.71,1183.97,25.7,On Track
PRJ-00267,2025-12-01,2054.71,1232.36,27.2,On Track
PRJ-00267,2026-01-01,2054.71,1280.75,28.7,Delayed
PRJ-00267,2026-02-01,2054.71,1329.14,30.1,Delayed
PRJ-00267,2026-03-01,2054.71,1377.53,31.6,Delayed
PRJ-00267,2026-04-01,2685.41,1425.92,33.0,Delayed
PRJ-00267,2026-05-01,2685.41,1474.31,34.5,Delayed
PRJ-00267,2026-06-01,2685.41,1522.7,36.0,Delayed
PRJ-00267,2026-07-01,2685.41,1571.09,37.4,Delayed
PRJ-00267,2026-08-01,2685.41,1619.48,38.9,Delayed
PRJ-00268,2025-09-01,475.65,322.52,80.5,On Track
PRJ-00268,2025-10-01,475.65,336.87,82.3,On Track
PRJ-00268,2025-11-01,475.65,351.22,84.1,On Track
PRJ-00268,2025-12-01,475.65,365.58,85.9,On Track
PRJ-00268,2026-01-01,475.65,379.93,87.6,On Track
PRJ-00268,2026-02-01,475.65,394.29,89.4,On Track
PRJ-00268,2026-03-01,475.65,408.64,91.2,On Track
PRJ-00268,2026-04-01,475.65,422.99,92.9,On Track
PRJ-00268,2026-05-01,475.65,437.35,94.7,On Track
PRJ-00268,2026-06-01,475.65,451.7,96.5,On Track
PRJ-00268,2026-07-01,475.65,466.06,98.2,On Track
PRJ-00268,2026-08-01,475.65,480.41,100.0,Completed
PRJ-00269,2025-09-01,687.52,368.85,19.2,On Track
PRJ-00269,2025-10-01,687.52,383.91,20.6,On Track
PRJ-00269,2025-11-01,687.52,398.96,22.0,On Track
PRJ-00269,2025-12-01,687.52,414.01,23.5,On Track
PRJ-00269,2026-01-01,687.52,429.06,24.9,Delayed
PRJ-00269,2026-02-01,687.52,444.12,26.3,Delayed
PRJ-00269,2026-03-01,909.46,459.17,27.8,Delayed
PRJ-00269,2026-04-01,909.46,474.22,29.2,Delayed
PRJ-00269,2026-05-01,909.46,489.27,30.6,Delayed
PRJ-00269,2026-06-01,909.46,504.33,32.0,Delayed
PRJ-00269,2026-07-01,909.46,519.38,33.5,Delayed
PRJ-00269,2026-08-01,909.46,534.43,34.9,Delayed
PRJ-00270,2025-09-01,1481.28,1007.28,69.7,On Track
PRJ-00270,2025-10-01,1481.28,1050.38,72.4,On Track
PRJ-00270,2025-11-01,1481.28,1093.47,75.2,On Track
PRJ-00270,2025-12-01,1481.28,1136.56,77.9,On Track
PRJ-00270,2026-01-01,1481.28,1179.65,80.7,On Track
PRJ-00270,2026-02-01,1481.28,1222.74,83.4,On Track
PRJ-00270,2026-03-01,1481.28,1265.83,86.2,On Track
PRJ-00270,2026-04-01,1481.28,1308.92,89.0,On Track
PRJ-00270,2026-05-01,1481.28,1352.01,91.7,On Track
PRJ-00270,2026-06-01,1481.28,1395.1,94.5,On Track
PRJ-00270,2026-07-01,1481.28,1438.19,97.2,On Track
PRJ-00270,2026-08-01,1481.28,1481.28,100.0,Completed
PRJ-00271,2025-09-01,353.49,42.43,0.0,On Track
PRJ-00271,2025-10-01,353.49,44.64,0.4,On Track
PRJ-00271,2025-11-01,353.49,46.85,0.7,On Track
PRJ-00271,2025-12-01,353.49,49.06,1.1,On Track
PRJ-00271,2026-01-01,443.95,51.27,1.4,Stalled
PRJ-00271,2026-02-01,443.95,53.48,1.8,Stalled
PRJ-00271,2026-03-01,443.95,55.69,2.1,Stalled
PRJ-00271,2026-04-01,443.95,57.91,2.5,Stalled
